agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips
St. Leon Police,1,Local police department,IN,Franklin,Brookville,47012,18047
St. Louis (city) Police Dept,1351,Local police department,MO,St. Louis City,St Louis,63103,29510
St. Louis (city) Sheriff's Office,183,Sheriff's office,MO,St. Louis City,Saint Louis,63101,29510
St. Louis Community College - Florissant Valley Police,9,Special jurisdiction,MO,St. Louis,Ferguson,63135,29189
St. Louis Community College - Forest Park Police,9,Special jurisdiction,MO,St. Louis,St. Louis,63100,29189
St. Louis Community College - Meramac Police,9,Special jurisdiction,MO,St. Louis,Kirkwood,63122,29189
St. Louis County Park Rangers,26,Special jurisdiction,MO,St. Louis,Clayton,63105,29189
St. Louis County Police Dept,781,Local police department,MO,St. Louis,St Louis,63105,29189
St. Louis County Sheriff's Office,105,Sheriff's office,MN,St. Louis,Duluth,55802,27137
St. Louis Park Police Department,51,Local police department,MN,Hennepin,St. Louis Park,55416,27053
St. Louis Police Department,5,Local police department,MI,Gratiot,Saint Louis,48880,26057
St. Louisville Police Department,1,Local police department,OH,Licking,Saint Louisville,43071,39089
St. Lucie County Sheriff's Office,259,Sheriff's office,FL,St. Lucie,Fort Pierce,34981,12111
St. Maries Police Department,5,Local police department,ID,Benewah,St Maries,83861,16009
St. Martin Parish Sheriff's Office,45,Sheriff's office,LA,St. Martin,Saint Martinville,70582,22099
St. Martinville Police Department,15,Local police department,LA,St. Martin,Saint Martinville,70582,22099
St. Mary Parish Sheriff's Office,147,Sheriff's office,LA,St. Mary,Franklin,70538,22101
St. Mary Police Department,1,Local police department,MO,Ste. Genevieve,St. Mary,63673,29186
St. Mary's County Sheriff's Office,120,Sheriff's office,MD,St. Marys,Leonardtown,20650,24037
St. Marys Police Department,32,Local police department,GA,Camden,St Marys,31558,13039
St. Marys Police Department,5,Local police department,KS,Pottawatomie,St. Marys,66536,20149
St. Marys Police Department,15,Local police department,PA,Elk,Saint Marys,15857,42047
St. Marys Police Department,15,Local police department,OH,Auglaize,St. Marys,45885,39011
St. Matthews Police Department,31,Local police department,KY,Jefferson,Louisville,40207,21111
St. Matthews Police Department,6,Local police department,SC,Calhoun,St. Matthews,29135,45017
St. Michaels Police Department,7,Local police department,MD,Talbot,St. Michaels,21663,24041
St. Paul Park Police Department,9,Local police department,MN,Washington,St. Paul Park,55071,27163
St. Paul Police Department,598,Local police department,MN,Ramsey,St. Paul,55101,27123
St. Paul Police Department,6,Local police department,VA,Wise,St. Paul,24283,51195
St. Paul Police Dept,4,Local police department,NE,Howard,St. Paul,68873,31093
St. Pauls Police Department,12,Local police department,NC,Robeson,St. Pauls,28384,37155
St. Pete Beach Police Department,26,Local police department,FL,Pinellas,St. Pete Beach,33706,12103
St. Peter Police Department,14,Local police department,MN,Nicollet,St. Peter,56082,27103
St. Peter Police Dept,1,Local police department,IL,Fayette,St. Peter,62880,17051
St. Peters Police Department,83,Local police department,MO,St. Charles,St. Peters,63,29183
St. Peters Ranger Enforcement Division,5,Special jurisdiction,MO,Adair,St Peters,63376,29001
St. Petersburg Police Department,510,Local police department,FL,Pinellas,St. Petersburg,33705,12103
St. Robert Police Department,19,Local police department,MO,Pulaski,St  Robert,65584,29169
St. Stephen Police Department,5,Local police department,SC,Berkeley,St. Stephen,29479,45015
St. Tammany Parish Sheriff's Office,409,Sheriff's office,LA,St. Tammany,Covington,70434,22103
Stafford County Sheriff's Office,148,Sheriff's office,VA,Stafford,Stafford,22555,51179
Stafford County Sheriff's Office,4,Sheriff's office,KS,Stafford,Saint John,67576,20185
Stafford Police Department,45,Local police department,TX,Fort Bend,Stafford,77477,48157
Stafford Police Department,7,Local police department,CT,Tolland,Stafford,6076,9013
Stafford Police Department,4,Local police department,KS,Stafford,Stafford,67578,20185
Stafford Township Police,57,Local police department,NJ,Ocean,Manahawkin,8050,34029
Stagecoach Police Department,3,Local police department,TX,Montgomery,Magnolia,77355,48339
Stallings Police Department,22,Local police department,NC,Union,Stallings,28106,37179
Stallion Springs Police Department,3,Local police department,CA,Kern,Tehachapi,93561,6029
Stamford Police Department,-9,Local police department,CT,Fairfield,Stamford,6901,9001
Stamford Police Department,8,Local police department,TX,Jones,Stamford,79553,48253
Stamping Ground Police Department,1,Local police department,KY,Scott,Stamping Ground,40379,21209
Stamps Police Department,3,Local police department,AR,Lafayette,Stamps,71860,5073
Standish Police Department,1,Local police department,MI,Arenac,Standish,48658,26011
Stanfield Police Department,4,Local police department,NC,Stanly,Stanfield,28163,37167
Stanfield Police Department,4,Local police department,OR,Umatilla,Stanfield,97875,41059
Stanford Police Department,9,Local police department,KY,Lincoln,Stanford,40484,21137
Stanhope Police,9,Local police department,NJ,Sussex,Stanhope,7874,34037
Stanhope Police Department,2,Local police department,IA,Hamilton,Stanhope,50246,19079
Stanislaus County Sheriff's Office,230,Sheriff's office,CA,Stanislaus,Modesto,95358,6099
Stanley County Sheriff's Office,5,Sheriff's office,SD,Stanley,Fort Pierre,57532,46117
Stanley Police Department,4,Local police department,WI,Eau Claire,Stanley,54768,55035
Stanley Police Department,1,Local police department,ID,Custer,Stanley,83278,16037
Stanley Police Department,2,Local police department,ND,Mountrail,Stanley,58784,38061
Stanley Police Department,3,Local police department,VA,Page,Stanley,22851,51139
Stanley Police Department,9,Local police department,NC,Gaston,Stanley,28164,37071
Stanly County Sheriff's Office,49,Sheriff's office,NC,Stanly,Albemarle,28001,37167
Stanton County Sheriff's Office,7,Sheriff's office,NE,Stanton,Stanton,68779,31167
Stanton County Sheriff's Office,6,Sheriff's office,KS,Stanton,Johnson,67855,20187
Stanton Police Department,1,Local police department,MI,Montcalm,Stanton,48888,26117
Stanton Police Department,5,Local police department,TX,Martin,Stanton,79782,48317
Stanton Police Department,6,Local police department,KY,Powell,Stanton,40380,21197
Stantonsburg Police Department,4,Local police department,NC,Wilson,Stantonsburg,27883,37195
Stanwood Police Department,11,Local police department,WA,Snohomish,Stanwood,98292,53061
Staples Police Department,5,Local police department,MN,Todd,Staples,56479,27153
Stapleton Police Department,1,Local police department,GA,Jefferson,Stapleton,30823,13163
Star City Police Department,4,Local police department,AR,Lincoln,Star City,71667,5079
Star City Police Department,5,Local police department,WV,Monongalia,Star City,26505,54061
Star Harbor Police Department,1,Local police department,TX,Henderson,Malakoff,75148,48213
Star Police Department,4,Local police department,NC,Montgomery,Star,27356,37123
Starbuck Police Department,2,Local police department,MN,Pope,Starbuck,56381,27121
Stark County Park District - Enforcement Division,7,Special jurisdiction,OH,Stark,Canton,44708,39151
Stark County Sheriff's Office,11,Sheriff's office,ND,Stark,Dickinson,58601,38089
Stark County Sheriff's Office,135,Sheriff's office,OH,Stark,Canton,44705,39151
Stark County Sheriff's Office,5,Sheriff's office,IL,Stark,Toulon,61483,17175
Starke County Sheriff's Office,14,Sheriff's office,IN,Starke,Knox,46534,18149
Starke Police Department,19,Local police department,FL,Bradford,Starke,32091,12007
Starkville Police Department,47,Local police department,MS,Oktibbeha,Starkville,39759,28105
Starr County Constable Pct. 1,1,Constable/marshal,TX,Starr,Rio Grande City,78582,48427
Starr County Constable Pct. 2,1,Constable/marshal,TX,Starr,Roma,78584,48427
Starr County Constable Pct. 3,1,Constable/marshal,TX,Starr,Grulla,78582,48427
Starr County Constable Pct. 4,1,Constable/marshal,TX,Starr,Rio Grande City,78582,48427
Starr County Constable Pct. 6,1,Constable/marshal,TX,Starr,Lagrulla,78548,48427
Starr County Constable Pct. 7,1,Constable/marshal,TX,Starr,Salineno,78585,48427
Starr County Sheriff's Office,-9,Sheriff's office,TX,Starr,Rio Grande City,78,48427
State Center Community College District,15,Special jurisdiction,CA,Fresno,Fresno,93704,6019
State Center Police Department,1,Local police department,IA,Marshall,State Center,50247,19127
State College Borough Police Department,64,Local police department,PA,Centre,State College,16801,42027
State Line Police Department,1,Local police department,MS,Wayne,State Line,39362,28153
State University College at Brockport Police,17,Special jurisdiction,NY,Monroe,Brockport,14420,36055
State University College at Fredonia Police,15,Special jurisdiction,NY,Chautauqua,Fredonia,14063,36013
State University College at Geneseo Police,16,Special jurisdiction,NY,Livingston,Geneseo,14454,36051
State University College at New Paltz Police,24,Special jurisdiction,NY,Ulster,New Paltz,12561,36111
State University College at Old Westbury Police,20,Special jurisdiction,NY,Nassau,Old Westbury,11568,36059
State University College at Oneonta Police,17,Special jurisdiction,NY,Otsego,Oneonta,13820,36077
State University College at Oswego Police,21,Special jurisdiction,NY,Oswego,Oswego,13126,36075
State University College at Plattsburgh Police,15,Special jurisdiction,NY,Clinton,Plattsburgh,12901,36019
State University College at Potsdam Police,12,Special jurisdiction,NY,St. Lawrence,Potsdam,13676,36089
State University College of Technology at Alfred Police,12,Special jurisdiction,NY,Allegany,Alfred,14802,36003
State University College of Technology at Delhi Police,11,Special jurisdiction,NY,Delaware,Delhi,13753,36025
State University at Albany Police,41,Special jurisdiction,NY,Albany,Albany,12222,36001
State University at Buffalo Police,61,Special jurisdiction,NY,Erie,Buffalo,14260,36029
State University at Cortland Police,19,Special jurisdiction,NY,Cortland,Cortland,13045,36023
State University at Stony Brook Police,71,Special jurisdiction,NY,Suffolk,Stony Brook,11794,36103
State University of New York Maritime College Police,6,Special jurisdiction,NY,Bronx,Throggs Neck,10465,36005
"State University of New York, College of Optometry Police",6,Special jurisdiction,NY,Kings,New York,10036,36047
Statesboro Police Department,60,Local police department,GA,Bulloch,Statesboro,30458,13031
Statesville Police Department,69,Local police department,NC,Iredell,Statesville,28687,37097
Statham Police Department,5,Local police department,GA,Barrow,Statham,30666,13013
Staunton (City) Sheriff's Office,7,Sheriff's office,VA,Staunton City,Staunton,24402,51790
Staunton Police Department,54,Local police department,VA,Staunton City,Staunton,24401,51790
Staunton Police Dept,7,Local police department,IL,Macoupin,Staunton,62088,17117
Stayton Police Department,16,Local police department,OR,Marion,Stayton,97383,41047
Ste. Genevieve County Sheriff's Office,39,Sheriff's office,MO,Ste. Genevieve,Ste. Genevieve,63670,29186
Ste. Genevieve Police Department,10,Local police department,MO,Ste. Genevieve,Ste. Genevieve,63670,29186
Steamboat Springs Police Department,23,Local police department,CO,Routt,Steamboat Springs,80477,8107
Stearns County Sheriff's Office,57,Sheriff's office,MN,Stearns,Saint Cloud,56302,27145
Stedman Police Department,1,Local police department,NC,Cumberland,Stedman,28391,37051
Steele County Sheriff's Office,3,Sheriff's office,ND,Steele,Finley,58230,38091
Steele County Sheriff's Office,19,Sheriff's office,MN,Steele,Owatonna,55060,27147
Steele Police Department,2,Local police department,AL,St. Clair,Steele,35987,1115
Steele Police Department,5,Local police department,MO,Pemiscot,Steele,63877,29155
Steele Police Department,1,Local police department,ND,Kidder,Steele,58482,38043
Steeleville Police Dept,5,Local police department,IL,Randolph,Steeleville,62288,17157
Steelton Borough Police Department,12,Local police department,PA,Dauphin,Harrisburg,17113,42043
Steelville Police Department,6,Local police department,MO,Crawford,Steelville,65565,29055
Steger Police Dept,27,Local police department,IL,Cook,Steger,60475,17031
Steilacoom Department of Public Safety,10,Local police department,WA,Pierce,Steilacoom,98388,53053
Stephen F. Austin State University Police,23,Special jurisdiction,TX,Nacogdoches,Nacogdoches,75962,48347
Stephens City Police Department,4,Local police department,VA,Frederick,Stephens City,22655,51069
Stephens County Constable Pct. 1,1,Constable/marshal,TX,Stephens,Breckenridge,76424,48429
Stephens County Marshal's Office,1,Constable/marshal,GA,Stephens,Toccoa,30577,13257
Stephens County Sheriff's Office,31,Sheriff's office,GA,Stephens,Toccoa,30577,13257
Stephens County Sheriff's Office,6,Sheriff's office,TX,Stephens,Breckenridge,76424,48429
Stephens County Sheriff's Office,11,Sheriff's office,OK,Stephens,Duncan,73533,40137
Stephens Police Department,1,Local police department,AR,Ouachita,Stephens,71764,5103
Stephenson County Sheriff's Office,29,Sheriff's office,IL,Stephenson,Freeport,61032,17177
Stephenville Police Department,34,Local police department,TX,Erath,Stephenville,76401,48143
Sterling County Sheriff's Office,4,Sheriff's office,TX,Sterling,Sterling City,76951,48431
Sterling Heights Police Department,172,Local police department,MI,Macomb,Sterling Heights,48313,26099
Sterling Police Department,5,Local police department,KS,Rice,Sterling,67579,20159
Sterling Police Department,2,Local police department,OK,Comanche,Sterling,73567,40031
Sterling Police Department,22,Local police department,CO,Logan,Sterling,80751,8075
Sterling Police Department,13,Local police department,MA,Worcester,Sterling,1564,25027
Sterling Police Dept,31,Local police department,IL,Whiteside,Sterling,61081,17195
Sterlington Police Department,8,Local police department,LA,Ouachita,Sterlington,71280,22073
Steuben County Sheriff's Office,26,Sheriff's office,NY,Steuben,Bath,14810,36101
Steuben County Sheriff's Office,21,Sheriff's office,IN,Steuben,Angola,46703,18151
Steubenville Police Department,46,Local police department,OH,Jefferson,Steubenville,43952,39081
Stevens County Sheriff's Office,10,Sheriff's office,KS,Stevens,Hugoton,67951,20189
Stevens County Sheriff's Office,28,Sheriff's office,WA,Stevens,Colville,99114,53065
Stevens County Sheriff's Office,6,Sheriff's office,MN,Stevens,Morris,56267,27149
Stevens Point Police Department,45,Local police department,WI,Portage,Stevens Point,54481,55097
Stevenson Police Department,5,Local police department,AL,Jackson,Stevenson,35772,1071
Stevensville Police Department,3,Local police department,MT,Ravalli,Stevensville,59870,30081
Stewardson Police Dept,1,Local police department,IL,Shelby,Stewardson,62463,17173
Stewart County Sheriff's Office,17,Sheriff's office,TN,Stewart,Dover,37058,47161
Stewart County Sheriff's Office,5,Sheriff's office,GA,Stewart,Lumpkin,31815,13259
Stewartstown Borough Police Department,5,Local police department,PA,York,Stewartstown,17363,42133
Stickney Police Dept,16,Local police department,IL,Cook,Stickney,60402,17031
Stigler Police Department,8,Local police department,OK,Haskell,Stigler,74462,40061
Stillaguamish Tribal Police,6,Local police department,WA,Snohomish,Arlington,98223,53061
Stillmore Police Department,1,Local police department,GA,Emanuel,Stillmore,30464,13107
Stillwater County Sheriff's Office,7,Sheriff's office,MT,Stillwater,Columbus,59019,30095
Stillwater Police Department,23,Local police department,MN,Washington,Stillwater,55082,27163
Stillwater Police Department,74,Local police department,OK,Payne,Stillwater,74076,40119
Stillwater Township Police,5,Local police department,NJ,Sussex,Newton,7860,34037
Stilwell Police Department,13,Local police department,OK,Adair,Stilwell,74960,40001
Stinnett Police Department,3,Local police department,TX,Hutchinson,Stinnett,79083,48233
Stockbridge Police Department,6,Local police department,MA,Berkshire,Stockbridge,1262,25003
Stockbridge Police Department,2,Local police department,MI,Ingham,Stockbridge,49285,26065
Stockbridge-Munsee Tribal Dept. of Public Safety,6,Local police department,WI,Shawano,Bowler,54416,55115
Stockertown Borough Police,-9,Local police department,PA,Northampton,Stockertown,18083,42095
Stockton Metropolitan Airport Police,1,Special jurisdiction,CA,San Joaquin,Stockton,95206,6077
Stockton Police Department,5,Local police department,KS,Rooks,Stockton,67669,20163
Stockton Police Department,415,Local police department,CA,San Joaquin,Stockton,95202,6077
Stockton Police Department,1,Local police department,UT,Tooele,Stockton,84071,49045
Stockton Police Dept,4,Local police department,IL,Jo Daviess,Stockton,61085,17085
Stockton Unified School District Police Dept.,1,Special jurisdiction,CA,San Joaquin,Stockton,95206,6077
Stoddard County Sheriff's Office,13,Sheriff's office,MO,Stoddard,Bloomfield,63825,29207
Stokes County Sheriff's Office,39,Sheriff's office,NC,Stokes,Danbury,27016,37169
Stone County Sheriff's Office,44,Sheriff's office,MO,Stone,Galena,65656,29209
Stone County Sheriff's Office,8,Sheriff's office,AR,Stone,Mountain View,72560,5137
Stone County Sheriff's Office,17,Sheriff's office,MS,Stone,Wiggins,39577,28131
Stone Harbor Borough Police,17,Local police department,NJ,Cape May,Stone Harbor,8247,34009
Stone Mountain Park Police Department,19,Special jurisdiction,GA,DeKalb,Stone Mountain,30086,13089
Stone Mountain Police Department,19,Local police department,GA,DeKalb,Stone Mountain,30083,13089
Stone Park Police Dept,16,Local police department,IL,Cook,Stone Park,60165,17031
Stoneham Police Department,36,Local police department,MA,Middlesex,Stoneham,2180,25017
Stoneville Police Department,3,Local police department,NC,Rockingham,Stoneville,27048,37157
Stonewall County Sheriff's Office,2,Sheriff's office,TX,Stonewall,Aspermont,79502,48433
Stonewall Police Department,3,Local police department,LA,De Soto,Stonewall,71078,22031
Stonewall Police Department,2,Local police department,OK,Pontotoc,Stonewall,74871,40123
Stonewall Police Department,1,Local police department,MS,Clarke,Stonewall,39363,28023
Stonewood Police Department,2,Local police department,WV,Harrison,Stonewood,26301,54033
Stonington Police Department,34,Local police department,CT,New London,Pawcatuck,6379,9011
Stony Point Town Police Department,30,Local police department,NY,Rockland,Stony Point,10980,36087
Stonycreek Township Police Department,2,Local police department,PA,Cambria,Johnstown,15902,42021
Storey County Sheriff's Office,26,Sheriff's office,NV,Storey,Virginia City,89440,32029
Storm Lake Police Department,18,Local police department,IA,Buena Vista,Storm Lake,50588,19021
Story City Police Department,5,Local police department,IA,Story,Story City,50248,19169
Story County Sheriff's Office,31,Sheriff's office,IA,Story,Nevada,50201,19169
Stoughton Police Department,20,Local police department,WI,Dane,Stoughton,53589,55025
Stoughton Police Department,53,Local police department,MA,Norfolk,Stoughton,2072,25021
Stovall Police Department,-9,Local police department,NC,Granville,Stovall,27582,37077
Stover Police Department,3,Local police department,MO,Morgan,Stover,65078,29141
Stow Police Department,43,Local police department,OH,Summit,Stow,44224,39153
Stow Police Department,11,Local police department,MA,Middlesex,Stow,1775,25017
Stowe Police Department,13,Local police department,VT,Lamoille,Stowe,5672,50015
Stowe Township Police Department,7,Local police department,PA,Allegheny,Mc Kees Rocks,15136,42003
Strafford County Sheriff's Office,12,Sheriff's office,NH,Strafford,Dover,3820,33017
Strafford Police Department,8,Local police department,MO,Greene,Strafford,65757,29077
Strafford Police Department,4,Local police department,NH,Strafford,Ctr. Strafford,3815,33017
Strang Police Department,1,Local police department,OK,Mayes,Strang,74367,40097
Strasburg Borough Police Department,4,Local police department,PA,Lancaster,Strasburg,17579,42071
Strasburg Police Department,4,Local police department,OH,Tuscarawas,Strasburg,44680,39157
Strasburg Police Department,20,Local police department,VA,Shenandoah,Strasburg,22657,51171
Stratford Borough Police,15,Local police department,NJ,Camden,Stratford,8084,34007
Stratford Police Department,111,Local police department,CT,Fairfield,Stratford,6614,9001
Stratford Police Department,1,Local police department,WI,Marathon,Stratford,54484,55073
Stratford Police Department,3,Local police department,OK,Garvin,Stratford,74872,40049
Stratford Police Department,2,Local police department,TX,Sherman,Stratford,79084,48421
Stratham Police Department,10,Local police department,NH,Rockingham,Stratham,3885,33015
Strathmoor Village Police Department,2,Local police department,KY,Jefferson,Louisville,40205,21111
Stratton Marshal's Office,1,Local police department,CO,Kit Carson,Stratton,80836,8063
Stratton Police Department,1,Local police department,OH,Jefferson,Stratton,43961,39081
Strawberry Point Police Department,2,Local police department,IA,Clayton,Strawberry Point,52076,19043
Streamwood Police Dept,59,Local police department,IL,Cook,Streamwood,60107,17031
Streator Police Dept,24,Local police department,IL,La Salle,Streator,61364,17099
Streetsboro Police Department,26,Local police department,OH,Portage,Streetsboro,44241,39133
Stringtown Police Department,2,Local police department,OK,Atoka,Stringtown,74569,40005
Strongsville Police Department,78,Local police department,OH,Cuyahoga,Strongsville,44136,39035
Stroud Area Regional Police Department,56,Local police department,PA,Monroe,East Stroudsburg,18301,42089
Stroud Police Department,8,Local police department,OK,Lincoln,Stroud,74079,40081
Strum Police Department,2,Local police department,WI,Trempealeau,Strum,54770,55121
Struthers Police Department,16,Local police department,OH,Mahoning,Struthers,44471,39099
Stryker Police Department,2,Local police department,OH,Williams,Stryker,43557,39171
Stuart Police Department,3,Local police department,IA,Guthrie,Stuart,50250,19077
Stuart Police Department,45,Local police department,FL,Martin,Stuart,34994,12085
Sturbridge Police Department,18,Local police department,MA,Worcester,Sturbridge,1566,25027
Sturgeon Bay Police Department,21,Local police department,WI,Door,Sturgeon Bay,54235,55029
Sturgeon Police Department,1,Local police department,MO,Boone,Sturgeon,65284,29019
Sturgis Police Department,16,Local police department,SD,Meade,Sturgis,57785,46093
Sturgis Police Department,19,Local police department,MI,St. Joseph,Sturgis,49091,26149
Sturgis Police Department,-9,Local police department,MS,Oktibbeha,Sturgis,39769,28105
Sturgis Police Department,4,Local police department,KY,Union,Sturgis,42459,21225
Sturtevant Police Department,9,Local police department,WI,Racine,Sturtevant,53177,55101
Stutsman County Sheriff's Office,8,Sheriff's office,ND,Stutsman,Jamestown,58401,38093
Stuttgart Police Department,17,Local police department,AR,Arkansas,Stuttgart,72160,5001
Sublette County Sheriff's Office,55,Sheriff's office,WY,Sublette,Pinedale,82941,56035
Sudan Police Department,1,Local police department,TX,Lamb,Sudan,79371,48279
Sudbury Police Department,28,Local police department,MA,Middlesex,Sudbury,1776,25017
Suffern Village Police Department,27,Local police department,NY,Rockland,Suffern,10901,36087
Suffield Police Department,20,Local police department,CT,Hartford,Suffield,6078,9003
Suffolk (City) Sheriff's Office,22,Sheriff's office,VA,Suffolk,Suffolk,23434,51800
Suffolk County Park Police,46,Special jurisdiction,NY,Suffolk,Shirley,11967,36103
Suffolk County Police Department,2622,Local police department,NY,Suffolk,Yaphank,11980,36103
Suffolk County Sheriff's Office,406,Sheriff's office,MA,Suffolk,Boston,2118,25025
Suffolk County Sheriff's Office,270,Sheriff's office,NY,Suffolk,Riverhead,11901,36103
Suffolk Police Department,171,Local police department,VA,Suffolk,Suffolk,23434,51800
Sugar Creek Police Department,16,Local police department,MO,Jackson,Independence,64054,29095
Sugar Grove Police Department,-9,Local police department,OH,Fairfield,Sugar Grove,43155,39045
Sugar Grove Police Dept,15,Local police department,IL,Kane,Sugar Grove,60554,17089
Sugar Hill Police Department,2,Local police department,NH,Grafton,Sugar Hill,3586,33009
Sugar Land Police Department,130,Local police department,TX,Fort Bend,Sugar Land,77478,48157
Sugar Mountain Police Department,5,Local police department,NC,Avery,Sugar Mountain,28604,37011
Sugar Notch Police Dept,1,Local police department,PA,Luzerne,Sugar Notch,18706,42079
Sugarcreek Borough Police Department,5,Local police department,PA,Venango,Franklin,16323,42121
Sugarcreek Police Department,5,Local police department,OH,Tuscarawas,Sugarcreek,44681,39157
Sugarcreek Township Police Department,16,Local police department,OH,Greene,Centerville,45459,39057
Sugarloaf Township Police Department,5,Local police department,PA,Luzerne,Sybertsville,18251,42079
Suisun City Police Department,24,Local police department,CA,Solano,Suisun City,94585,6095
Sul Ross University Police Dept.,7,Special jurisdiction,TX,Brewster,Alpine,79832,48043
Sulligent Police Department,6,Local police department,AL,Lamar,Sulligent,35586,1075
Sullivan City Police Department,9,Local police department,TX,Hidalgo,Sullivan City,78595,48215
Sullivan County Sheriff's Office,2,Sheriff's office,PA,Sullivan,Laporte,18626,42113
Sullivan County Sheriff's Office,44,Sheriff's office,NY,Sullivan,Monticello,12701,36105
Sullivan County Sheriff's Office,3,Sheriff's office,NH,Sullivan,Newport,3773,33019
Sullivan County Sheriff's Office,4,Sheriff's office,MO,Sullivan,Milan,63556,29211
Sullivan County Sheriff's Office,10,Sheriff's office,IN,Sullivan,Sullivan,47882,18153
Sullivan County Sheriff's Office,183,Sheriff's office,TN,Sullivan,Blountville,37617,47163
Sullivan Police,7,Local police department,IN,Sullivan,Sullivan,47882,18153
Sullivan Police Department,18,Local police department,MO,Crawford,Sullivan,63080,29055
Sullivan Police Dept,8,Local police department,IL,Moultrie,Sullivan,61951,17139
Sullivan's Island Police Department,8,Local police department,SC,Charleston,Sullivan's Island,29482,45019
Sully County Sheriff's Office,3,Sheriff's office,SD,Sully,Onida,57564,46119
Sulphur Police Department,11,Local police department,OK,Murray,Sulphur,73086,40099
Sulphur Police Department,41,Local police department,LA,Calcasieu,Sulphur,70664,22019
Sulphur Springs I.S.D. Police Dept.,4,Special jurisdiction,TX,Hopkins,Sulphur Springs,75482,48223
Sulphur Springs Police Department,32,Local police department,TX,Hopkins,Sulphur Springs,75482,48223
Sulphur Springs Police Department,2,Local police department,AR,Benton,Sulphur Springs,72768,5007
Sumas Police Department,6,Local police department,WA,Whatcom,Sumas,98295,53073
Sumiton Police Department,7,Local police department,AL,Walker,Sumiton,35148,1127
Summerdale Police Department,6,Local police department,AL,Baldwin,Summerdale,36580,1003
Summerhill Township Police Department,2,Local police department,PA,Cambria,Beaverdale,15921,42021
Summers County Sheriff's Office,6,Sheriff's office,WV,Summers,Hinton,25951,54089
Summerset Police Department,1,Local police department,SD,Meade,Blackhawk,57718,46093
Summersville Police Department,1,Local police department,MO,Texas,Summersville,65571,29215
Summersville Police Department,14,Local police department,WV,Nicholas,Summersville,26651,54067
Summerton Police Department,8,Local police department,SC,Clarendon,Summerton,29148,45027
Summerville Police Department,80,Local police department,SC,Dorchester,Summerville,29483,45035
Summerville Police Department,17,Local police department,GA,Chattooga,Summerville,30747,13055
Summit Behavioral Health Center Police Department,14,Special jurisdiction,OH,Hamilton,Cincinnati,45237,39061
Summit County Metro Parks Ranger Dept,30,Special jurisdiction,OH,Summit,Akron,44313,39153
Summit County Sheriff's Office,55,Sheriff's office,CO,Summit,Breckenridge,80424,8117
Summit County Sheriff's Office,393,Sheriff's office,OH,Summit,Akron,44308,39153
Summit County Sheriff's Office,46,Sheriff's office,UT,Summit,Park City,84098,49043
Summit Hill Borough Police Department,4,Local police department,PA,Carbon,Summit Hill,18250,42025
Summit Police,48,Local police department,NJ,Union,Summit,7901,34039
Summit Police Department,8,Local police department,MS,Pike,Summit,39666,28113
Summit Police Dept,29,Local police department,IL,Cook,Summit,60501,17031
Summit Township Police Department,2,Local police department,PA,Somerset,Meyersdale,15552,42111
Summit Township Police Department,8,Local police department,WI,Waukesha,Oconomowoc,53066,55133
Summitville Police,2,Local police department,IN,Madison,Summitville,46070,18095
Sumner County Sheriff's Office,20,Sheriff's office,KS,Sumner,Wellington,67152,20191
Sumner County Sheriff's Office,79,Sheriff's office,TN,Sumner,Gallatin,37066,47165
Sumner Police Department,1,Local police department,MS,Tallahatchie,Sumner,38957,28135
Sumner Police Department,3,Local police department,IA,Bremer,Sumner,50674,19017
Sumner Police Department,18,Local police department,WA,Pierce,Sumner,98390,53053
Sumner Police Dept,2,Local police department,IL,Lawrence,Sumner,62466,17101
Sumpter Township Police Department,15,Local police department,MI,Wayne,Belleville,48111,26163
Sumrall Police Department,3,Local police department,MS,Lamar,Sumrall,39482,28073
Sumter County Sheriff's Office,104,Sheriff's office,FL,Sumter,Bushnell,33513,12119
Sumter County Sheriff's Office,6,Sheriff's office,AL,Sumter,Livingston,35470,1119
Sumter County Sheriff's Office,118,Sheriff's office,SC,Sumter,Sumter,29150,45085
Sumter County Sheriff's Office,84,Sheriff's office,GA,Sumter,Americus,31719,13261
Sumter Police Department,107,Local police department,SC,Sumter,Sumter,29150,45085
Sun Police Department,-9,Local police department,LA,St. Tammany,Sun,70463,22103
Sun Prairie Police Department,47,Local police department,WI,Dane,Sun Prairie,53590,55025
Sun Valley Police Department,10,Local police department,ID,Blaine,Sun Valley,83353,16013
Sunapee Police Department,5,Local police department,NH,Sullivan,Sunapee,3782,33019
Sunbury Police Department,12,Local police department,PA,Northumberland,Sunbury,17801,42097
Sunbury Police Department,11,Local police department,OH,Delaware,Sunbury,43074,39041
Sundance Police Department,4,Local police department,WY,Crook,Sundance,82729,56011
Sunderland Police Department,5,Local police department,MA,Franklin,Sunderland,1375,25011
Sundown Police Department,2,Local police department,TX,Hockley,Sundown,79372,48219
Sunflower County Sheriff's Office,11,Sheriff's office,MS,Sunflower,Indianola,38751,28133
Sunflower Police Department,3,Local police department,MS,Sunflower,Sunflower,38778,28133
Sunland Park Police Department,16,Local police department,NM,Dona Ana,Sunland Park,88063,35013
Sunman Police,1,Local police department,IN,Ripley,Sunman,47041,18137
Sunny Isles Beach Police Department,45,Local police department,FL,Miami-Dade,Sunny Isles Beach,33160,12086
Sunnyside Police Department,25,Local police department,WA,Yakima,Sunnyside,98944,53077
